<think>
Thinking Process:

1.  **Analyze the Request:**
    *   *Check TX-311:* Jurisdiction US -> DE. Release sees DE. R1 (Foreign) -> DE is excluded. R1 OFF.
    *   *Check TX-305:* Amount NULL at release. R6 -> INDETERMINATE.

    *   *Code Logic:*
        1. Load CSV.
        2. Parse time.
        3. Sort.
        4. Forward fill attributes per case.
        5. Filter Release_Funds.
        6. For each release, look back for events.
        7. Calculate amount deltas.
        8. Check exemptions.
        9. Output diagnostics.

    *   *Ambiguities:*
        *   TX-305: Settlement amount vs Release amount.
        *   TX-310: Exemption signature timestamp vs oral witness.
        *   TX-302: Late DB record validity (resolved by "Strong evidence" note).
        *   TX-311: Same timestamp ordering (Resolved by event_index).

    *   *Control Flow:*
        *   Cannot see amount changes.
        *   Cannot see jurisdiction changes.
        *   Cannot validate exemption scope without data.
        *   Cannot detect "after review" amount increases.
        *   Cannot handle missing data (R6).
        *   Cannot handle same-timestamp ordering without index.

    Let's write.

    *Wait, one detail on TX-301:*
    Create: 80k.
    Std_Rev: 80k.
    Update: 125k.
    Release: 125k.
    R1 Trigger: 125k >= 100k. Jurisdiction US.
    Requirement: Enhanced_Review.
    Actual: Std_Review.
    R4: Amount increased > 20% (80->125) after Std_Review. Invalidates Std_Review for amount obligations.
    So even if Std_Review was enough for amount (it isn't, R1 needs Enhanced), it's invalidated.
    Result: NONCOMPLIANT.

    *Wait, one detail on TX-307:*
    Create: DE.
    Update Cust: PEP.
    Std_Rev.
    Comp_Approve.
    Release: DE, PEP.
    R1: Jurisdiction DE. R1 OFF.
    R2: Risk HIGH OR Customer PEP. PEP is True.
    Req: Enhanced_Review AND Compliance_Approve.
    Actual: Std_Review + Comp_Approve.
    Note: "Compliance_Approve that reviewed only a standard packet does not cure the absence of Enhanced_Review".
    Result: NONCOMPLIANT.

    *Wait, one detail on TX-304:*
    XZ added to sanctions list.
    R3: If current jurisdiction added to sanctions list after latest Sanctions_Screen but before Release_Funds.
    Screen: 08:10. List Update: 08:30. Release: 08:45.
    Condition Met.
    Req: New Sanctions_Screen after update, before release.
    Actual: None.
    Result: NONCOMPLIANT.

    Okay, ready to draft.

    *Code Check:* `pm4py.format_dataframe` expects specific columns (case, activity, timestamp). I need to map the CSV columns to these.
    CSV: `case:concept:name`, `org:resource`, `concept:name` (activity), `time:timestamp`.
    I will map these.

    *Final check on TX-310:*
    Exemption EX-88.
    Evidence: PDF 08:50. Cert 10:30. Witness 08:45.
    Release 10:00.
    R5: "evidence supports that approval existed at the relevant time".
    Cert 10:30 proves the *file* existed then, not necessarily the approval.
    Witness is biased.
    Given "Deliberately no single canonical answer... contradictory evidence", INDETERMINATE is the correct classification per R6/R5 spirit.

    *Final check on TX-302:*
    Exemption EX-77.
    Evidence: Qualified sig 09:05. Outage caused late DB insert.
    R5: "A late database record can be evidence of earlier approval".
    Evidence quality: "Strong evidence of timely approval".
    Result: COMPLIANT.

    Okay, proceeding.

</think>
## 1. Temporal Data Semantics

State reconstruction relies on a **forward-fill (last observation carried forward)** strategy within each case, constrained by event ordering.
*   **Blanks:** A blank attribute cell in an event row signifies "no update at this event." The value persists from the previous event. It does not mean `null` or reset.
*   **Ordering:** Events are ordered by `time:timestamp` ascending. If timestamps match, `event_index` (source-system order) determines precedence. This is critical for cases like TX-311 where jurisdiction changes at the same time as a review.
*   **Material Changes:** Attribute updates (amount, risk, jurisdiction, customer_type) are treated as effective immediately at the event timestamp unless an explicit `effective_from` is provided in exemption data.
*   **Final State vs. Event State:** The final case state (e.g., at the last log entry) is **not** copied backward. Compliance is evaluated using the state *at the moment of the triggering event* (typically `Release_Funds`), derived from the history up to that point.
*   **Time Distinctions:**
    *   **Event Time:** When the log entry was generated (`time:timestamp`).
    *   **Effective Time:** When the attribute change legally took effect (usually Event Time).
    *   **Record Time:** When a record was inserted into a database (e.g., `Record_Exemption` at 11:00 for TX-302).
    *   **Evidence Time:** When supporting proof (e.g., digital signature) was generated. Record Time != Evidence Time.

## 2. Normalized Rule Table

| Rule | Trigger event and condition | Required prior/subsequent event | Ordering constraint | State snapshot used | Exception | Missing-data treatment | Evidence needed |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| **R1** | `Release_Funds` | `Enhanced_Review` OR `Exemption` | Review after latest material change, before Release | Jurisdiction, Amount at Release | Jurisdiction == DE | INDETERMINATE if Amount unknown | Exemption scope, approval time |
| **R2** | `Release_Funds` | `Enhanced_Review` AND `Compliance_Approve` | ER before Release; CA after ER, before Release | Risk, Customer_Type at Release | None | INDETERMINATE if Risk/Cust unknown | CA must review ER packet |
| **R3** | `Release_Funds` | `Sanctions_Screen` | Screen after List Update, before Release | Jurisdiction at Release | None | INDETERMINATE if List status unknown | List update log, Screen log |
| **R4** | N/A (Validation) | N/A | N/A | Amount at Review vs Amount at Release | Decrease does not invalidate | INDETERMINATE if Amount unknown | Amount at Review event |
| **R5** | N/A (Validation) | N/A | N/A | N/A | N/A | N/A | Sig timestamp, Scope match, Expiry |
| **R6** | N/A | N/A | N/A | N/A | N/A | INDETERMINATE if decisive trigger unclear | N/A |
| **R7** | N/A | N/A | N/A | N/A | N/A | N/A | `event_index` for tie-breaking |

**Formal Pseudo-Logic:**

```text
// R1: Foreign High-Value
IF Release_Funds(t) AND Jurisdiction(t) != 'DE' AND Amount(t) >= 100000 THEN
    EXISTS e: Enhanced_Review(e) WHERE e.time < t.time AND e.time > Latest_Material_Change(t)
    OR EXISTS x: Exemption(x) WHERE x.valid_at(t) AND x.scope_matches(t)
    ELSE VIOLATION(R1)

// R2: High-Risk/PEP
IF Release_Funds(t) AND (Risk(t) == 'HIGH' OR CustType(t) == 'PEP') THEN
    EXISTS e: Enhanced_Review(e) WHERE e.time < t.time
    AND EXISTS c: Compliance_Approve(c) WHERE c.time > e.time AND c.time < t.time
    ELSE VIOLATION(R2)

// R3: Sanctions
IF Release_Funds(t) AND Jurisdiction(t) IN Sanctions_List
    AND EXISTS u: Sanctions_List_Update(u) WHERE u.time < t.time AND u.time > Last_Screen(t)
    THEN EXISTS s: Sanctions_Screen(s) WHERE s.time > u.time AND s.time < t.time
    ELSE VIOLATION(R3)

// R4: Material Change
IF Release_Funds(t) AND EXISTS r: Review(r) WHERE r.type IN (Standard, Enhanced)
    AND Amount(t) > Amount(r) * 1.20
    THEN Review_Valid(r, Amount) = FALSE

// R5: Exemption Validity
Exemption_Valid(x, t) =
    Approved_By(x, 'Head_Compliance') AND
    Effective_From(x) <= Trigger_Time(t) AND
    Scope_Match(x, Jurisdiction(t), CustType(t), Amount(t)) AND
    Not_Expired(x, t) AND
    Evidence_Supports_Approval_Time(x, t)

// R6: Missing Data
IF Trigger_Condition(t) Depends_on(Amount) AND Amount(t) == NULL THEN
    Classification = INDETERMINATE

// R7: Event Semantics
State(t) = Get_Latest_Attribute(t, Event_List)
Order(a, b) = IF a.time == b.time THEN a.event_index < b.event_index ELSE a.time < b.time
```

## 3. Case Findings

| Case | Reconstructed state at release | Triggered rules | Satisfied obligations | Deviations | Exemption analysis | Classification | Severity | Confidence | Decisive evidence |
| :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- | :--- |
| **TX-301** | 125k, LOW, US, Corp | R1, R4 | None | No Enhanced_Review; Amount increased >20% after Std_Review invalidates it | N/A | NONCOMPLIANT | High | High | Amount update log (08:20) |
| **TX-302** | 180k, MEDIUM, GB, Corp | R1 | R1 via Exemption | None | EX-77 valid (Sig 09:05, Outage explanation) | COMPLIANT | Low | High | Exemption Sig timestamp |
| **TX-303** | 90k, HIGH, US, Retail | R2 | Enhanced_Review | Missing Compliance_Approve after Enhanced_Review | N/A | NONCOMPLIANT | High | High | Absence of Compliance_Approve event |
| **TX-304** | 60k, MEDIUM, XZ, Corp | R3 | None | No new Sanctions_Screen after list update | N/A | NONCOMPLIANT | High | High | Sanctions_List_Update event |
| **TX-305** | Unknown, MEDIUM, CA, Corp | R1 (Unknown) | N/A | Amount unknown at release | N/A | INDETERMINATE | Medium | Medium | Settlement amount post-release |
| **TX-306** | 230k, HIGH, SG, PEP | R1, R2 | R1, R2 | None | N/A | COMPLIANT | Low | High | Compliance_Approve after Enhanced_Review |
| **TX-307** | 70k, LOW, DE, PEP | R2 | Compliance_Approve | Missing Enhanced_Review (Std_Review insufficient) | N/A | NONCOMPLIANT | High | High | Customer_Type update to PEP |
| **TX-308** | 100k, MEDIUM, US, Corp | R1 | R1 | None | N/A | COMPLIANT | Low | High | Amount decrease does not invalidate |
| **TX-309** | 145k, LOW, US, Corp | R1, R4 | None | Amount increased >20% after Enhanced_Review invalidates it | N/A | NONCOMPLIANT | High | High | Second Update_Amount event |
| **TX-310** | 200k, MEDIUM, AE, Corp | R1 | Unknown | Exemption evidence contradicts (Sig after release) | EX-88 (Weak evidence) | INDETERMINATE | Medium | Low | Signature cert timestamp |
| **TX-311** | 115k, MEDIUM, DE, Corp | None | N/A | None | N/A | COMPLIANT | Low | High | Jurisdiction DE at Release |

## 4. Ambiguities and Alternative Readings

**TX-302 (Exemption Validity):**
*   *Ambiguity:* The exemption record was inserted at 11:00, after the Release at 09:40.
*   *Alternative Reading:* If the system strictly enforces "record exists before release," this is NONCOMPLIANT.
*   *Resolution:* R5 allows late database records as evidence if supported by other proof. The qualified digital signature timestamp (09:05) and documented outage provide strong evidence of timely approval, overriding the database insert time.

**TX-305 (Missing Amount):**
*   *Ambiguity:* Settlement amount (150k) is known the next day, but Release payload omitted it.
*   *Alternative Reading:* Assume Release Amount = Settlement Amount (150k). This would trigger R1 (150k >= 100k), requiring Enhanced_Review (which exists). Classification could shift to COMPLIANT.
*   *Resolution:* R6 prohibits defaulting missing data to low-risk or inferring values from future events without immutable proof. Without an immutable release payload, we cannot confirm the trigger condition existed at release time. INDETERMINATE is the only safe classification.

**TX-310 (Exemption Evidence):**
*   *Ambiguity:* Exemption EX-88 claims approval 08:50, but the signing certificate was created at 10:30 (after Release 10:00).
*   *Alternative Reading:* Accept the witness testimony (oral approval 08:45) as sufficient.
*   *Resolution:* R5 states "displayed backdated field alone is not conclusive." The certificate timestamp is technical evidence contradicting the approval time. The witness is the transaction requester (biased). The conflict between technical signature time and claimed approval time creates reasonable doubt. INDETERMINATE.

**TX-311 (Same-Timestamp Ordering):**
*   *Ambiguity:* `Enhanced_Review` and `Update_Jurisdiction` share timestamp 16:20.
*   *Alternative Reading:* If `Update_Jurisdiction` occurred before `Enhanced_Review`, the review was done on DE jurisdiction (R1 off). If after, review was on US (R1 on, but Release is DE).
*   *Resolution:* R7 mandates `event_index` as tie-breaker. Index 3 (Review) < Index 4 (Update). Review happened when Jurisdiction was US. Release happened when Jurisdiction was DE. R1 checks jurisdiction *at Release*. Since Release Jurisdiction is DE, R1 is OFF. COMPLIANT.

## 5. PM4Py and pandas Checking Code

```python
import pandas as pd
import io
from datetime import datetime
import pm4py

# 1. Reconstruct CSV with io.StringIO
csv_data = """case:concept:name,event_index,concept:name,time:timestamp,org:resource,amount,risk_level,jurisdiction,customer_type,exemption_id,note
TX-301,1,Create_Transaction,2026-04-06T08:00:00Z,ops01,80000,LOW,US,CORPORATE,,
TX-301,2,Standard_Review,2026-04-06T08:10:00Z,rev01,,,,,,reviewed current state
TX-301,3,Update_Amount,2026-04-06T08:20:00Z,ops01,125000,,,,,customer increased order
TX-301,4,Release_Funds,2026-04-06T08:25:00Z,rel01,,,,,,
TX-302,1,Create_Transaction,2026-04-06T09:00:00Z,ops02,180000,MEDIUM,GB,CORPORATE,,
TX-302,2,Enhanced_Review,2026-04-06T09:20:00Z,rev02,,,,,,
TX-302,3,Release_Funds,2026-04-06T09:40:00Z,rel02,,,,,EX-77,release references exemption
TX-302,4,Record_Exemption,2026-04-06T11:00:00Z,compsys,,,,,EX-77,database insert after outage
TX-303,1,Create_Transaction,2026-04-06T10:00:00Z,ops03,90000,LOW,US,RETAIL,,
TX-303,2,Risk_Reclassify,2026-04-06T10:15:00Z,risk01,,HIGH,,,,adverse-media hit
TX-303,3,Enhanced_Review,2026-04-06T10:20:00Z,rev03,,,,,,
TX-303,4,Release_Funds,2026-04-06T10:30:00Z,rel03,,,,,,
TX-304,1,Create_Transaction,2026-04-06T08:00:00Z,ops04,60000,MEDIUM,XZ,CORPORATE,,
TX-304,2,Sanctions_Screen,2026-04-06T08:10:00Z,screen01,,,,,,clear at screening time
TX-304,3,Sanctions_List_Update,2026-04-06T08:30:00Z,listsys,,,XZ,,,XZ added to list
TX-304,4,Release_Funds,2026-04-06T08:45:00Z,rel04,,,,,,
TX-305,1,Create_Transaction,2026-04-06T11:00:00Z,ops05,,MEDIUM,CA,CORPORATE,,amount feed unavailable
TX-305,2,Enhanced_Review,2026-04-06T11:15:00Z,rev05,,,,,,review document has no amount
TX-305,3,Release_Funds,2026-04-06T11:30:00Z,rel05,,,,,,release message omits amount
TX-305,4,Settlement_Confirmed,2026-04-07T08:00:00Z,banksys,150000,,,,,settlement amount may equal release amount
TX-306,1,Create_Transaction,2026-04-06T12:00:00Z,ops06,220000,HIGH,SG,PEP,,
TX-306,2,Enhanced_Review,2026-04-06T12:15:00Z,rev06,,,,,,
TX-306,3,Compliance_Approve,2026-04-06T12:25:00Z,hc02,,,,,,
TX-306,4,Update_Amount,2026-04-06T12:30:00Z,ops06,230000,,,,,increase below 20 percent
TX-306,5,Release_Funds,2026-04-06T12:40:00Z,rel06,,,,,,
TX-307,1,Create_Transaction,2026-04-06T13:00:00Z,ops07,70000,LOW,DE,RETAIL,,
TX-307,2,Update_Customer_Type,2026-04-06T13:05:00Z,kyc01,,,,PEP,,beneficial owner matched PEP
TX-307,3,Standard_Review,2026-04-06T13:10:00Z,rev07,,,,,,
TX-307,4,Compliance_Approve,2026-04-06T13:12:00Z,hc03,,,,,,approved standard review packet
TX-307,5,Release_Funds,2026-04-06T13:20:00Z,rel07,,,,,,
TX-308,1,Create_Transaction,2026-04-06T14:00:00Z,ops08,140000,MEDIUM,US,CORPORATE,,
TX-308,2,Enhanced_Review,2026-04-06T14:20:00Z,rev08,,,,,,
TX-308,3,Update_Amount,2026-04-06T14:25:00Z,ops08,100000,,,,,decrease
TX-308,4,Release_Funds,2026-04-06T14:30:00Z,rel08,,,,,,
TX-309,1,Create_Transaction,2026-04-06T15:00:00Z,ops09,95000,LOW,US,CORPORATE,,
TX-309,2,Standard_Review,2026-04-06T15:10:00Z,rev09,,,,,,
TX-309,3,Update_Amount,2026-04-06T15:20:00Z,ops09,118000,,,,,first increase
TX-309,4,Enhanced_Review,2026-04-06T15:25:00Z,rev09,,,,,,
TX-309,5,Update_Amount,2026-04-06T15:28:00Z,ops09,145000,,,,,increase over 20 percent since enhanced review
TX-309,6,Release_Funds,2026-04-06T15:35:00Z,rel09,,,,,,
TX-310,1,Create_Transaction,2026-04-06T09:00:00Z,ops10,200000,MEDIUM,AE,CORPORATE,,
TX-310,2,Standard_Review,2026-04-06T09:20:00Z,rev10,,,,,,
TX-310,3,Release_Funds,2026-04-06T10:00:00Z,rel10,,,,,EX-88,release references exemption
TX-310,4,Record_Exemption,2026-04-06T11:00:00Z,compsys,,,,,EX-88,late database record
TX-311,1,Create_Transaction,2026-04-06T16:00:00Z,ops11,90000,LOW,US,CORPORATE,,
TX-311,2,Update_Amount,2026-04-06T16:10:00Z,ops11,115000,,,,,
TX-311,3,Enhanced_Review,2026-04-06T16:20:00Z,rev11,,,,,,
TX-311,4,Update_Jurisdiction,2026-04-06T16:20:00Z,ops11,,,DE,,,same timestamp after review by event_index
TX-311,5,Release_Funds,2026-04-06T16:30:00Z,rel11,,,,,,
"""

# 2. Parse timestamps and format dataframe
df = pd.read_csv(io.StringIO(csv_data))
df['time:timestamp'] = pd.to_datetime(df['time:timestamp'])
