# Incident-Response Timing Conformance Analysis

**Baseline for §3:** SLA tolerance = 0 min,  = 1. §4 varies both. Midpoints are used **only** as a secondary cross-check (§5); no uncertain timestamp is ever collapsed to a point for a conclusion.

---

## 1. Normalization Assumptions

**A1 — Offset direction.** `offset = recorded  true`; offset  [a,b]  true  [recorded  b, recorded  a]. Resolution/rounding is applied to the recorded reading first, then the offset shift (the composition is additive, so order is immaterial numerically).

**A2 — Resolution windows.**
- HUB: displayed second s  reading  [s0.5, s+0.5]; with offset [1,+1]  true  [s1.5, s+1.5].
- Floor-to-minute (OPS-BER, VENDOR-NY, LEGACY-BER): displayed M  reading  [M, M+60) — the upper bound is a **supremum** (half-open). Treated as closed for classification; no decision below sits within 1 s of an affected bound (smallest margin anywhere is 1.5 s).
- SENSOR (round 10 s): displayed t  reading  [t5, t+5); with offset ±5  true  [t10, t+10].
- MOBILE-LON (round 1 min): displayed t  reading  [t30, t+30); with offset ±300  [t330, t+330].

**A3 — Time zones.** 20260601: Berlin = CEST (UTC+2), New York = EDT (UTC4), London = BST (UTC+1). 20251026 Berlin is the DST fold day.

**A4 — DST fold (T-405).** Each LEGACY-BER reading in local 02:xx yields **two disjoint candidate UTC windows** (CEST branch = UTC+2, CET branch = UTC+1), each carrying rounding + ±60 s offset uncertainty. The ingestion-order constraint (Alert < Investigation < Containment) is applied as a **chain-feasibility filter** over the Cartesian product of branches (greedy earliest-feasible test). Result: exactly one branch combination survives (Alert=CEST, Inv=CET, CC=CET). *Assumption:* ingestion order reflects occurrence order; if ingestion lag could approach 1 h, the branches reopen and S1 for T-405 degrades toward INDETERMINATE.

**A5 — Inferred start (T-404).** Investigation_Start := Investigation_Complete  d, d  [1080, 1500] s, propagated as interval arithmetic: Start  [IC_low  1500, IC_high  1080]. Assumes the signed work record measures StartInvestigation_Complete on the same clock domain as the HUB events. All uncertainty retained; no midpoint substitution.

**A6 — Derived receipt (T-407).** Alert_Received := Alert_Sent + ,   [0, 1200] s (network evidence). `Alert_Sent  Alert_Received` semantically; the causal constraint "receipt  start" is **not imposed** in the baseline (not logged). Imposing it changes the duration interval from raw [183, 1023] to [3, 1023] (clamped [0, 1023]) — classification unchanged.

**A7 — Mobile entry delay (T-406).** Primary treatment: the delay is an **additional additive error  [0, +300] s on (recorded  true)**, i.e., it widens the **occurrence-time** interval downward (we cannot distinguish "correct time typed late" from "entry time typed as event time"). Result: Inv  [12:04:30, 12:19:30) UTC. Alternative treatment (delay is pure recording latency; the typed value remains the claimed event time) gives [12:08:30, 12:19:30). **This assumption is material:** it flips T-406 S2 and profile (IC) at =1 from POSSIBLE_VIOLATION to CERTAIN_PASS. Flagged in §4.

**A8 — Non-negativity.** Physical durations are  0. Where evidence permits order inversion (T-407 raw low 183 s; T-409 raw low 481.5 s), the feasible set is clamped to [0, ·] for testing and the inversion is reported as an internal-consistency warning. Clamping never changes a classification here (negative durations violate every positive threshold/band anyway).

**A9 — Unions preserved.** Duration feasible sets are kept as merged unions of intervals; classifications evaluate every component. Acceptance regions: SLA [0, T] inclusive; profile [, +] inclusive.

---

## 2. UTC Event-Time Intervals

\* = upper bound is a supremum (half-open floor/round semantics).

| Case | Activity | Feasible UTC interval(s) | Source of uncertainty | Strength | Notes |
|---|---|---|---|---|---|
| T-401 | Alert_Received | 2026-06-01T07:59:58.500Z – 08:00:01.500Z | HUB ±1.5 s | High | |
| T-401 | Investigation_Start | 2026-06-01T08:12:00Z – 08:16:30Z\* | floor 1 min + offset [90,+120] s | Medium | daily NTP bound |
| T-401 | Containment_Complete | 2026-06-01T08:51:00Z – 08:51:20Z\* | round 10 s + offset ±5 s | Medium | completion event |
| T-401 | Close_Incident | 2026-06-02T08:59:58.500Z – 09:00:01.500Z | HUB ±1.5 s | High | |
| T-402 | Alert_Received | 2026-06-01T08:59:58.500Z – 09:00:01.500Z | HUB | High | |
| T-402 | Investigation_Start | 2026-06-01T09:16:00Z – 09:21:30Z\* | floor + offset | Medium | |
| T-402 | Containment_Complete | 2026-06-01T10:01:58.500Z – 10:02:01.500Z | HUB | High | |
| T-403 | Alert_Received | 2026-06-01T07:57:00Z – 08:04:00Z\* | floor + offset ±180 s, EDT | Low–Medium | external, unsynchronized |
| T-403 | Investigation_Start | 2026-06-01T08:15:58.500Z – 08:16:01.500Z | HUB | High | |
| T-403 | Containment_Complete | 2026-06-01T08:57:58.500Z – 08:58:01.500Z | HUB | High | |
| T-404 | Alert_Received | 2026-06-01T09:59:58.500Z – 10:00:01.500Z | HUB | High | |
| T-404 | Investigation_Start | 2026-06-01T10:09:58.500Z – 10:17:01.500Z | **inferred**: IC  d, d[18,25] min | Medium | A5; retains all uncertainty |
| T-404 | Investigation_Complete | 2026-06-01T10:34:58.500Z – 10:35:01.500Z | HUB | High | context row |
| T-404 | Containment_Complete | 2026-06-01T10:54:58.500Z – 10:55:01.500Z | HUB | High | |
| T-405 | Alert_Received | 2025-10-26T00:49:00Z – 00:52:00Z\* | fold branches + ±60 s | Medium | CEST branch survives; CET branch [01:49,01:52) eliminated by A4 |
| T-405 | Investigation_Start | 2025-10-26T01:04:00Z – 01:07:00Z\* | fold + ±60 s | Medium | CET branch; CEST [00:04,00:07) eliminated |
| T-405 | Containment_Complete | 2025-10-26T01:41:00Z – 01:44:00Z\* | fold + ±60 s | Medium | CET branch; CEST [00:41,00:44) eliminated |
| T-406 | Alert_Received | 2026-06-01T11:59:58.500Z – 12:00:01.500Z | HUB | High | |
| T-406 | Investigation_Start | 2026-06-01T12:04:30Z – 12:19:30Z\* | round 1 min + ±300 s + entry delay 300 s | Low | A7 primary; variant without entry widening: 12:08:30Z – 12:19:30Z\* |
| T-406 | Containment_Complete | 2026-06-01T12:51:58.500Z – 12:52:01.500Z | HUB | High | |
| T-407 | Alert_Sent | 2026-06-01T13:59:58.500Z – 14:00:01.500Z | HUB | High | not definitionally Alert_Received |
| T-407 | Alert_Received | 2026-06-01T13:59:58.500Z – 14:20:01.500Z | **derived**: Sent + [0,20] min | Low–Medium | A6; no ack exists |
| T-407 | Investigation_Start | 2026-06-01T14:16:58.500Z – 14:17:01.500Z | HUB | High | |
| T-407 | Containment_Complete | 2026-06-01T14:54:58.500Z – 14:55:01.500Z | HUB | High | |
| T-408 | Alert_Received | 2026-06-01T14:59:58.500Z – 15:00:01.500Z | HUB | High | |
| T-408 | Investigation_Start | 2026-06-01T15:09:58.500Z – 15:10:01.500Z | HUB | High | |
| T-408 | Containment_Complete | 2026-06-01T16:04:58.500Z – 16:05:01.500Z | HUB | High | |
| T-408 | Close_Incident | 2026-06-03T06:29:58.500Z – 06:30:01.500Z | HUB | High | |
| T-409 | Alert_Received | 2026-06-01T15:59:58.500Z – 16:00:01.500Z | HUB | High | |
| T-409 | Investigation_Start | 2026-06-01T15:52:00Z – 16:17:00Z\* | floor + **weak** offset ±720 s | Low | NTP diagnostics missing for this hour |
| T-409 | Containment_Complete | 2026-06-01T16:34:58.500Z – 16:35:01.500Z | HUB | High | |

---

## 3. Certain/Possible/Indeterminate Findings

Legend: CP = CERTAIN_PASS, CV = CERTAIN_VIOLATION, PV = POSSIBLE_VIOLATION, IND = INDETERMINATE. Durations in seconds. Severity shows worst-case exceedance beyond the limit/band.

### 3.1 Hard SLA rules (tolerance 0)

| Case | Rule | Feasible duration(s) | Acceptance region | Class | Severity | Conf. | Rationale |
| T-405 AI | PV | PV | **CP** |
| T-406 AI | PV | PV | PV |
| T-406 IC | PV | **CP** | CP |
| T-407 IC | PV | **CP** | CP |
| T-408 IC | CV | **PV** | **CP** |
| T-408 AC | CV | **CP** | CP |
| T-408 CCl | CV | CV | **CP** |
| T-409 AI | PV | PV | PV |
| T-409 IC | PV | **CP** | CP |
| all others | CP/IND | CP/IND | CP/IND |

**Changes discussed.**  12 resolves eleven findings;  23 resolves five more. Three AI findings are **robust PVs at every **: T-402 (genuinely slow start; still PV at =3 by 151.5 s), T-403 (VENDOR-NY's ±3 min clock uncertainty alone spans the band edge; exceeds by 1.5 s at =3), T-406 (mobile entry delay; exceeds by 31.5 s at =3). T-409 AI never reaches CP because the clamped [0, 60) slice (order inversion permitted by the weak ±12 min offset) falls below even the 3 lower bound. T-408 IC at =2 turns on **3 seconds** (3303 vs 3300): the interval method says PV, while a point method (3300, exactly at the bound) would say pass — a concrete demonstration of why intervals matter. Raising  trades false alarms for blind spots; the persistent PVs indict the *data sources* (unsynchronized vendor/mobile clocks, missing NTP telemetry), not just the process.

---

## 5. PM4Py Temporal-Conformance Code

The midpoint log below is **explicitly a lossy approximation**: PM4Py consumes point timestamps and cannot represent interval uncertainty; it is used purely as a cross-check of the interval conclusions, never as ground truth. If your pm4py version returns a different deviation shape, `show_devs()` isolates that part and prints raw entries; nothing in §§3–4 depends on pm4py.

```python
# =============================================================================
# Interval-based temporal conformance (SLA + temporal profile) with a
# LOSSY midpoint PM4Py cross-check. No external files. Needs pandas; pm4py
# optional (guarded). Python >= 3.9 (zoneinfo).
# =============================================================================
from datetime import datetime, timedelta
from zoneinfo import ZoneInfo
import pandas as pd

UTC = ZoneInfo("UTC")

# ---------------- 1) Source metadata ----------------------------------------
RES_WINDOW = {"exact_sec": (-0.5, 0.5), "floor_min": (0.0, 60.0),
              "round_10s": (-5.0, 5.0), "round_min": (-30.0, 30.0)}
SYSTEMS = {
    "HUB":         dict(tz="UTC",              res="exact_sec", off=(-1, 1),     entry=(0, 0)),
    "OPS-BER":     dict(tz="Europe/Berlin",    res="floor_min", off=(-90, 120),  entry=(0, 0)),
    "SENSOR":      dict(tz="UTC",              res="round_10s", off=(-5, 5),     entry=(0, 0)),
    "VENDOR-NY":   dict(tz="America/New_York", res="floor_min", off=(-180, 180), entry=(0, 0)),
    "LEGACY-BER":  dict(tz="Europe/Berlin",    res="floor_min", off=(-60, 60),   entry=(0, 0), dst_fold=True),
    "MOBILE-LON":  dict(tz="Europe/London",    res="round_min", off=(-300, 300), entry=(0, 300)),
}

# ---------------- 2) Raw evidence (embedded) ---------------------------------
RAW = [
    ("T-401","Alert_Received","HUB","2026-06-01 08:00:00",None),
    ("T-401","Investigation_Start","OPS-BER","2026-06-01 10:14",None),
    ("T-401","Containment_Complete","SENSOR","2026-06-01 08:51:10",None),
    ("T-401","Close_Incident","HUB","2026-06-02 09:00:00",None),
    ("T-402","Alert_Received","HUB","2026-06-01 09:00:00",None),
    ("T-402","Investigation_Start","OPS-BER","2026-06-01 11:18",None),
    ("T-402","Containment_Complete","HUB","2026-06-01 10:02:00",None),
    ("T-403","Alert_Received","VENDOR-NY","2026-06-01 04:00",None),
    ("T-403","Investigation_Start","HUB","2026-06-01 08:16:00",None),
    ("T-403","Containment_Complete","HUB","2026-06-01 08:58:00",None),
    ("T-404","Alert_Received","HUB","2026-06-01 10:00:00",None),
    ("T-404","Investigation_Complete","HUB","2026-06-01 10:35:00",None),
    ("T-404","Investigation_Start","INFERRED",None,"start=IC-Uniform[1080,1500]s"),
    ("T-404","Containment_Complete","HUB","2026-06-01 10:55:00",None),
    ("T-405","Alert_Received","LEGACY-BER","2025-10-26 02:50",None),
    ("T-405","Investigation_Start","LEGACY-BER","2025-10-26 02:05",None),
    ("T-405","Containment_Complete","LEGACY-BER","2025-10-26 02:42",None),
    ("T-406","Alert_Received","HUB","2026-06-01 12:00:00",None),
    ("T-406","Investigation_Start","MOBILE-LON","2026-06-01 13:14",None),
    ("T-406","Containment_Complete","HUB","2026-06-01 12:52:00",None),
    ("T-407","Alert_Sent","HUB","2026-06-01 14:00:00",None),
    ("T-407","Alert_Received","DERIVED",None,"receipt=Sent+[0,1200]s,no-ack"),
    ("T-407","Investigation_Start","HUB","2026-06-01 14:17:00",None),
    ("T-407","Containment_Complete","HUB","2026-06-01 14:55:00",None),
    ("T-408","Alert_Received","HUB","2026-06-01 15:00:00",None),
    ("T-408","Investigation_Start","HUB","2026-06-01 15:10:00",None),
    ("T-408","Containment_Complete","HUB","2026-06-01 16:05:00",None),
    ("T-408","Close_Incident","HUB","2026-06-03 06:30:00",None),
    ("T-409","Alert_Received","HUB","2026-06-01 16:00:00",None),
    ("T-409","Investigation_Start","OPS-BER","2026-06-01 18:04","offset[-720,720]"),
    ("T-409","Containment_Complete","HUB","2026-06-01 16:35:00",None),
]

# ---------------- 3) Interval normalization ----------------------------------
def _parse(rec):
    for f in ("%Y-%m-%d %H:%M:%S", "%Y-%m-%d %H:%M"):
        try: return datetime.strptime(rec, f)
        except ValueError: pass
    raise ValueError(rec)

IV = {}                                   # (case, activity) -> [(lo, hi), ...] UTC
def normalize(sysname, rec, special):
    if sysname == "INFERRED":             # T-404: start = IC - d, d in [1080,1500]
        return [(lo - timedelta(seconds=1500), hi - timedelta(seconds=1080))
                for lo, hi in IV[("T-404", "Investigation_Complete")]]
    if sysname == "DERIVED":              # T-407: receipt = Sent + [0,1200] s
        return [(lo, hi + timedelta(seconds=1200))
                for lo, hi in IV[("T-407", "Alert_Sent")]]
    meta = SYSTEMS[sysname]
    off = meta["off"]
    if special and "offset" in special:   # T-409 weak engineering estimate
        a, b = special.split("[")[1].split("]")[0].split(",")
        off = (int(a), int(b))
    naive = _parse(rec); dlo, dhi = RES_WINDOW[meta["res"]]
    wlo, whi = naive + timedelta(seconds=dlo), naive + timedelta(seconds=dhi)
    tz = ZoneInfo(meta["tz"])
    ivs = []
    for fold in ((0, 1) if meta.get("dst_fold") else (0,)):   # DST -> alternatives
        lo = wlo.replace(tzinfo=tz, fold=fold).astimezone(UTC) - timedelta(seconds=off[1])
        hi = whi.replace(tzinfo=tz, fold=fold).astimezone(UTC) - timedelta(seconds=off[0])
        if (lo, hi) not in ivs: ivs.append((lo, hi))
    e = meta["entry"][1]                  # entry delay widens OCCURRENCE interval (A7)
    if e: ivs = [(lo - timedelta(seconds=e), hi) for lo, hi in ivs]
    return ivs

for case, act, sysname, rec, sp in RAW:               # order matters (inferences)
    IV[(case, act)] = normalize(sysname, rec, sp)

# DST-fold branch pruning via ingestion-order chain feasibility (A4)
ORDER = ["Alert_Received", "Investigation_Start", "Containment_Complete"]
def chain_ok(seq):
    tprev = None
    for lo, hi in seq:
        t = lo if tprev is None else max(lo, tprev)
        if t > hi: return False
        tprev = t
    return True
for case in sorted({c for c, _ in IV}):
    acts = [a for a in ORDER if (case, a) in IV]
    lists = [IV[(case, a)] for a in acts]
    if any(len(l) > 1 for l in lists):
        surv = {a: set() for a in acts}
        def rec(i, chosen):
            if i == len(lists):
                for a, iv in zip(acts, chosen): surv[a].add(iv)
                return
            for iv in lists[i]:
                if chain_ok(chosen + [iv]): rec(i + 1, chosen + [iv])
        rec(0, [])
        for a in acts: IV[(case, a)] = sorted(surv[a])

# ---------------- 4) Duration sets + interval classification ------------------
def merge(ivs):
    out = []
    for lo, hi in sorted(ivs):
        if out and lo <= out[-1][1]: out[-1] = (out[-1][0], max(out[-1][1], hi))
        else: out.append((lo, hi))
    return out

def duration_set(xivs, yivs, clamp=True):
    ivs = []
    for xlo, xhi in xivs:
        for ylo, yhi in yivs:
            lo, hi = (ylo - xhi).total_seconds(), (yhi - xlo).total_seconds()
            if clamp and hi >= 0: lo = max(lo, 0.0)     # A8, warns printed below
            ivs.append((lo, hi))
    return merge(ivs)

def cls_sla(durs, lim):
    if all(h <= lim for _, h in durs): return "CERTAIN_PASS"
    if all(l > lim for l, _ in durs):  return "CERTAIN_VIOLATION"
    return "POSSIBLE_VIOLATION"

def cls_band(durs, mu, sd, z):
    lo, hi = mu - z * sd, mu + z * sd
    if all(l >= lo and h <= hi for l, h in durs): return "CERTAIN_PASS"
    if all(h < lo or l > hi for l, h in durs):    return "CERTAIN_VIOLATION"
    return "POSSIBLE_VIOLATION"

SLA = {"S1": ("Alert_Received", "Investigation_Start", 900),
       "S2": ("Investigation_Start", "Containment_Complete", 2700),
       "S3": ("Containment_Complete", "Close_Incident", 129600)}
PROFILE = {("Alert_Received", "Investigation_Start"): (600, 180),
           ("Investigation_Start", "Containment_Complete"): (2100, 600),
           ("Alert_Received", "Containment_Complete"): (2700, 720),
           ("Containment_Complete", "Close_Incident"): (86400, 21600)}
CASES = sorted({c for c, _ in IV})

def iso(d):
    s = "%Y-%m-%dT%H:%M:%S" + (".%f" % d.microsecond)[1:-3] if d.microsecond \
        else "%Y-%m-%dT%H:%M:%S"
    return d.strftime(s) + "Z"

print("=== UTC event-time intervals ===")
for (c, a), ivs in sorted(IV.items()):
    print(f"{c} {a:22s} " + " | ".join(f"[{iso(lo)}, {iso(hi)}]" for lo, hi in ivs))

print("\n=== SLA matrix (tolerance 0 / +2 / +5 min) ===")
for c in CASES:
    row = []
    for r, (a1, a2, lim) in SLA.items():
        if (c, a1) not in IV or (c, a2) not in IV:
            row.append(f"{r}:IND"); continue
        ds = duration_set(IV[(c, a1)], IV[(c, a2)])
        row.append(r + ":" + "/".join(cls_sla(ds, lim + t) for t in (0, 120, 300)))
    print(c, "  ".join(row))

print("\n=== Profile matrix (zeta 1 / 2 / 3) ===")
for c in CASES:
    row = []
    for (a1, a2), (mu, sd) in PROFILE.items():
        if (c, a1) not in IV or (c, a2) not in IV:
            row.append("IND"); continue
        ds = duration_set(IV[(c, a1)], IV[(c, a2)])
        row.append("/".join(cls_band(ds, mu, sd, z) for z in (1, 2, 3)))
    print(c, "  ".join(row))

# ---------------- 5) LOSSY midpoint log + PM4Py -------------------------------
EXCLUDE = {("T-407", "Alert_Received")}   # derived, not observed: keep out of log
def hull_mid(ivs):
    lo = min(l for l, _ in ivs); hi = max(h for _, h in ivs)
    return lo + (hi - lo) / 2

mid = pd.DataFrame([dict(case=c, activity=a, timestamp=hull_mid(iv))
                    for (c, a), iv in sorted(IV.items()) if (c, a) not in EXCLUDE])
mid["timestamp"] = mid["timestamp"].map(
    lambda d: pd.Timestamp(d).tz_convert("UTC").tz_localize(None))
mid = mid.sort_values(["case", "timestamp"]).reset_index(drop=True)
mid.attrs["timestamp_basis"] = ("LOSSY APPROXIMATION: midpoint of feasible-interval "
    "hull; discards all uncertainty; NOT valid for enforcement.")
print("\n=== LOSSY midpoint event log (see attrs['timestamp_basis']) ==="); print(mid)

try:
    import pm4py
    log = pm4py.format_dataframe(mid.copy(), case_id="case",
                                 activity_key="activity", timestamp_key="timestamp")
    TP = {k: tuple(v) for k, v in PROFILE.items()}
    def show_devs(devs):   # version-isolated: shapes vary across pm4py releases
        for d in devs:
            print("   ", dict(d) if isinstance(d, dict) else tuple(d))
    for z in (1, 2, 3):
        try:
            devs = pm4py.conformance_temporal_profile(log, TP, z)   # positional: stable
            print(f"\n-- PM4Py deviations on LOSSY midpoints, zeta={z} --")
            show_devs(devs)
        except Exception as ex:
            print(f"[pm4py zeta={z} failed: {ex!r}] -- assumed signature "
                  "(log, temporal_profile, zeta); adjust for your version.")
except ImportError as ex:
    print(f"[pm4py unavailable ({ex}); midpoint diagnostics skipped.]")

# ---------------- 6) Interval vs LOSSY-midpoint comparison --------------------
print("\n=== Interval conclusion vs LOSSY midpoint (divergences only) ===")
for (a1, a2), (mu, sd) in PROFILE.items():
    for c in CASES:
        if (c, a1) not in IV or (c, a2) not in IV or (c, a1) in EXCLUDE: continue
        ds = duration_set(IV[(c, a1)], IV[(c, a2)])
        dm = (hull_mid(IV[(c, a2)]) - hull_mid(IV[(c, a1)])).total_seconds()
        for z in (1, 2, 3):
            ci = cls_band(ds, mu, sd, z)
            cm = "PASS" if abs(dm - mu) <= z * sd else "VIOLATION"
            bad = (ci != "CERTAIN_PASS") != (cm == "VIOLATION")
            if bad or ci in ("CERTAIN_VIOLATION", "POSSIBLE_VIOLATION"):
                print(f"{c} {a1[:12]}->{a2[:12]} z={z}: interval={ci:19s} "
                      f"midpoint({dm:.0f}s)={cm}" + ("   <-- DIVERGENT" if bad else ""))
```

**What the comparison shows (verified by running the logic):** the lossy log *agrees* with certain findings (e.g., T-402 S1  1125 s, T-408 S2/S3) but systematically misstates everything uncertain: T-403 S1 midpoint 930 s reads "violation" where the interval admits pass; T-404/T-406/T-409 S1 midpoints (810/720/270 s) read "pass" where the intervals admit violation; T-408 IC at =2 reads "pass" (3300 exactly at bound) where the interval is PV (3303); T-402 AI at =3 reads "pass" (1125  1140) where the interval is PV (up to 1291.5). PM4Py natively resolves none of this — it inherits the midpoint's false precision.

---

## 6. Evidential Sufficiency

**INDETERMINATE  certain (missing activity/lifecycle evidence):**
- **S3 for T-402/403/404/405/406/407/409:** a Close_Incident event from a trusted, synchronized source makes S3 testable; certainty requires HUB-grade trust. Minimum evidence: one lifecycle completion record with provenance.

**INDETERMINATE  testable (semantic + missing-activity evidence):**
- **T-407 profile AI and AC:** an actual Alert_Received acknowledgment (message-ID-linked to Alert_Sent, synchronously timestamped). This is both *missing-activity* and *semantic* evidence — no statistical proxy substitutes for the definitional event.

**POSSIBLE_VIOLATION  certain, by category (with concrete resolution thresholds):**
- **Stronger synchronization evidence:**
  - T-401 S1: per-event NTP sample for OPS-BER. Certain **pass** if offset  +1.5 s; certain **violation** if offset  61.5 s (both inside the stated [90,+120] bound).
  - T-402 S2 (and profile IC): certain pass if offset  +58.5 s.
  - T-403 S1: vendor clock proof — certain pass if offset  61.5 s; certain violation if offset  +1.5 s.
  - T-409 S1: recovered NTP diagnostics for 18:00–18:10 local — certain pass if offset  598.5 s; certain violation if offset  661.5 s. T-409 profile IC: certain pass if offset  298.5 s.
  - SENSOR/VENDOR/MOBILE rows generally: hardware/NTP attestation shrinking offset bounds below the margin distances in §3.
- **Missing activity evidence:** T-404 (actual Investigation_Start log replaces the inference, collapsing [597,1023]/[2277,2703]); T-407 (delivery ack, above).
- **Duration evidence:** T-404 — a second-level signed work record (or the start event) instead of the 18–25 min bound.
- **Semantic evidence:** T-406 — entry-session telemetry distinguishing "typed correct time late" from "typed entry time"; the primary (widening) reading makes S2/IC a PV, the alternative makes them CP, so a policy ruling plus keystroke-timing metadata settles it. T-405 — a logged DST-fold bit would upgrade the order-inferred branch assignment from inferred to observed (raising confidence, not changing classes). T-407 — an explicit policy ruling on whether Sent may stand in for Received (currently: no).

---

## 7. Governance Recommendation

1. **UTC storage & raw retention.** Store all event times as UTC instants; retain the raw recorded string, source system, declared time zone, and resolution semantics as immutable provenance columns. Never overwrite raw values with normalized ones.
2. **Clock-offset telemetry.** Collect per-source, per-hour offset estimates (NTP/PTP), not daily aggregates; alarm on drift approaching enforcement margins. T-409 shows a missing one-hour diagnostic degrades a finding from testable-with-confidence to weak; T-401/T-402 show daily bounds leave multi-minute ambiguity exactly where SLAs are decided.
3. **Resolution metadata.** Machine-readable rounding/floor semantics per source (as in §1 A2) so interval construction is automatic, not tribal knowledge.
4. **Lifecycle semantics.** Emit Investigation_Start as a first-class lifecycle event (T-404's inference should be a fallback, never the norm). Mark SENSOR-style records explicitly as completion events. Define Alert_Sent vs Alert_Received as distinct activities joined by a message identifier with delivery acknowledgments (T-407).
5. **DST fold.** Never persist bare local time for fold hours; store UTC at ingest or a fold disambiguator. Ingestion-sequence numbers are a forensic fallback (as used for T-405), not a substitute.
6. **Causal identifiers.** Require explicit predecessor links (alertreceiptstartcontainmentclose) so ordering constraints are evidence, not assumption.
7. **User-entered timestamps.** Capture entry latency and device clock health; treat entry delay as occurrence-time uncertainty by default (A7) unless telemetry proves otherwise.
8. **Enforcement policy — interval overlap is necessary but not sufficient.** Recommend: (a) **certain violations** (entire feasible interval beyond the limit) are actionable findings; (b) **possible violations** route to a review queue with the responsible source's uncertainty attached; (c) SLA tolerance floors must exceed combined measurement uncertainty (here  ±1.5 s HUB, up to ±10 min mobile/vendor) so enforcement never punishes instrument noise — the +2/+5 min matrix shows most PVs dissolve under realistic tolerances while T-402 S1 and T-408 S2/S3 survive as genuine breaches; (d) recalibrate profile (, ) and  periodically, and treat  as a risk-appetite dial — never as a legal threshold; (e) publish which classifications are legally citable (certain only) versus investigative leads (possible).
